CryptoID,crypto_type,minable,BTC_price_change_1_day,price_btc,USD_price_change_1_day,price_usd,trade_date
17,0,1,0,1,-0.064614748,994.38,2/9/2017
17,0,1,0,1,-0.005742272,988.67,2/10/2017
17,0,1,0,1,0.015960836,1004.45,2/11/2017
17,0,1,0,1,-0.005246652,999.18,2/12/2017
17,0,1,0,1,-0.008547009,990.64,2/13/2017
17,0,1,0,1,0.014041428,1004.55,2/14/2017
17,0,1,0,1,0.002916729,1007.48,2/15/2017
17,0,1,0,1,0.019811808,1027.44,2/16/2017
17,0,1,0,1,0.018268707,1046.21,2/17/2017
17,0,1,0,1,0.007847373,1054.42,2/18/2017
17,0,1,0,1,-0.006211946,1047.87,2/19/2017
17,0,1,0,1,0.030643114,1079.98,2/20/2017
17,0,1,0,1,0.032704309,1115.3,2/21/2017
17,0,1,0,1,0.001918766,1117.44,2/22/2017
17,0,1,0,1,0.044100802,1166.72,2/23/2017
17,0,1,0,1,0.005965442,1173.68,2/24/2017
17,0,1,0,1,-0.025424306,1143.84,2/25/2017
17,0,1,0,1,0.01867394,1165.2,2/26/2017
17,0,1,0,1,0.012675935,1179.97,2/27/2017
17,0,1,0,1,0,1179.97,2/28/2017
17,0,1,0,1,0.036043289,1222.5,3/1/2017
17,0,1,0,1,0.023321063,1251.01,3/2/2017
17,0,1,0,1,0.019168512,1274.99,3/3/2017
17,0,1,0,1,-0.015560906,1255.15,3/4/2017
17,0,1,0,1,0.009536709,1267.12,3/5/2017
17,0,1,0,1,0.004506282,1272.83,3/6/2017
17,0,1,0,1,-0.038724732,1223.54,3/7/2017
17,0,1,0,1,-0.060104288,1150,3/8/2017
17,0,1,0,1,0.033469565,1188.49,3/9/2017
17,0,1,0,1,-0.060387551,1116.72,3/10/2017
17,0,1,0,1,0.0529318,1175.83,3/11/2017
17,0,1,0,1,0.038738593,1221.38,3/12/2017
17,0,1,0,1,0.008629583,1231.92,3/13/2017
17,0,1,0,1,0.006558867,1240,3/14/2017
17,0,1,0,1,0.00775,1249.61,3/15/2017
17,0,1,0,1,-0.04945543,1187.81,3/16/2017
17,0,1,0,1,-0.073732331,1100.23,3/17/2017
17,0,1,0,1,-0.114894158,973.82,3/18/2017
17,0,1,0,1,0.06461153,1036.74,3/19/2017
17,0,1,0,1,0.016870189,1054.23,3/20/2017
17,0,1,0,1,0.062898988,1120.54,3/21/2017
17,0,1,0,1,-0.063719278,1049.14,3/22/2017
17,0,1,0,1,-0.010055855,1038.59,3/23/2017
17,0,1,0,1,-0.097314628,937.52,3/24/2017
17,0,1,0,1,0.037609864,972.78,3/25/2017
17,0,1,0,1,-0.006229569,966.72,3/26/2017
17,0,1,0,1,0.081771351,1045.77,3/27/2017
17,0,1,0,1,0.001319602,1047.15,3/28/2017
17,0,1,0,1,-0.006856706,1039.97,3/29/2017
17,0,1,0,1,-0.013019606,1026.43,3/30/2017
17,0,1,0,1,0.044192005,1071.79,3/31/2017
17,0,1,0,1,0.008126592,1080.5,4/1/2017
17,0,1,0,1,0.02005553,1102.17,4/2/2017
17,0,1,0,1,0.037780016,1143.81,4/3/2017
17,0,1,0,1,-0.009232303,1133.25,4/4/2017
17,0,1,0,1,-0.007474079,1124.78,4/5/2017
17,0,1,0,1,0.051476733,1182.68,4/6/2017
17,0,1,0,1,-0.004887205,1176.9,4/7/2017
17,0,1,0,1,-0.000807205,1175.95,4/8/2017
17,0,1,0,1,0.010136485,1187.87,4/9/2017
17,0,1,0,1,-0.000622964,1187.13,4/10/2017
17,0,1,0,1,0.015061535,1205.01,4/11/2017
17,0,1,0,1,-0.00385059,1200.37,4/12/2017
17,0,1,0,1,-0.025900347,1169.28,4/13/2017
17,0,1,0,1,-0.001488095,1167.54,4/14/2017
17,0,1,0,1,0.004265378,1172.52,4/15/2017
17,0,1,0,1,0.008886842,1182.94,4/16/2017
17,0,1,0,1,0.009273505,1193.91,4/17/2017
17,0,1,0,1,0.014875493,1211.67,4/18/2017
17,0,1,0,1,-0.001138924,1210.29,4/19/2017
17,0,1,0,1,0.015525205,1229.08,4/20/2017
17,0,1,0,1,-0.005719725,1222.05,4/21/2017
17,0,1,0,1,0.00790475,1231.71,4/22/2017
17,0,1,0,1,-0.019891046,1207.21,4/23/2017
17,0,1,0,1,0.035569619,1250.15,4/24/2017
17,0,1,0,1,0.012270528,1265.49,4/25/2017
17,0,1,0,1,0.012319339,1281.08,4/26/2017
17,0,1,0,1,0.028608674,1317.73,4/27/2017
17,0,1,0,1,-0.000948601,1316.48,4/28/2017
17,0,1,0,1,0.004033483,1321.79,4/29/2017
17,0,1,0,1,0.019745951,1347.89,4/30/2017
17,0,1,0,1,0.054685471,1421.6,5/1/2017
17,0,1,0,1,0.021961171,1452.82,5/2/2017
17,0,1,0,1,0.025653557,1490.09,5/3/2017
17,0,1,0,1,0.031930957,1537.67,5/4/2017
17,0,1,0,1,0.011562949,1555.45,5/5/2017
17,0,1,0,1,0.015011733,1578.8,5/6/2017
17,0,1,0,1,0.011344059,1596.71,5/7/2017
17,0,1,0,1,0.079313088,1723.35,5/8/2017
17,0,1,0,1,0.018574288,1755.36,5/9/2017
17,0,1,0,1,0.018098852,1787.13,5/10/2017
